CO_SH6;QTD_LINHAS_HTSUS;QTD_HTSUS_8;QTD_HTSUS_10;QTD_SEM_LIMITACAO;QTD_CONDICIONADAS;LIMITACOES_ESCOPO;CODIGOS_HTSUS;DESCRICAO_HTSUS_EXEMPLO;PAGINA_INICIAL;PAGINA_FINAL;TIPO_ESCOPO_SH6;FONTE;ANEXO;DATA_VIGENCIA_GERAL
200799;2;2;0;2;0;;2007.99.40 | 2007.99.50;Pineapple jam;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200819;1;1;0;1;0;;2008.19.15;Coconuts, otherwise prepared or preserved, nesoi;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200820;1;1;0;1;0;;2008.20.00;Pineapples, otherwise prepared or preserved, nesoi;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200830;1;1;0;1;0;;2008.30.35;Orange pulp;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200891;1;1;0;1;0;;2008.91.00;Palm hearts, otherwise prepared or preserved, nesoi;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200899;6;6;0;5;1;Ex;2008.99.13 | 2008.99.15 | 2008.99.21 | 2008.99.40 | 2008.99.45 | 2008.99.91;Banana pulp, otherwise prepared or preserved, nesoi;51;51;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200911;1;1;0;1;0;;2009.11.00;Orange juice, frozen, unfermented and not containing added spirit;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200912;2;2;0;2;0;;2009.12.25 | 2009.12.45;Orange juice, not frozen, of a Brix value not exceeding 20, not concentrated and not made from juice having a degree of concentration of 1.5 or more, unfermented;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200919;1;1;0;1;0;;2009.19.00;Orange juice, not frozen, of a Brix value exceeding 20, unfermented;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200931;1;1;0;0;1;Ex;2009.31.60;Citrus juice of any single citrus fruit (other than orange, grapefruit or lime), of a Brix value not exceeding 20, concentrated, unfermented, except for lemon juice;51;51;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200939;1;1;0;1;0;;2009.39.20;Lime juice, of a Brix value exceeding 20, fit for beverage purposes, unfermented;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200949;1;1;0;1;0;;2009.49.40;Pineapple juice, of a Brix value exceeding 20, concentrated (in degree of concentration greater than 3.5);51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200989;1;1;0;0;1;Ex;2009.89.70;Coconut water or juice of acai;52;52;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200990;1;1;0;0;1;Ex;2009.90.40;Coconut water juice blends, not from concentrate, packaged for retail sale;52;52;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
210111;2;2;0;2;0;;2101.11.21 | 2101.11.29;Unflavored instant coffee;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
210112;1;1;0;1;0;;2101.12.90;Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of coffee;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
210120;1;1;0;1;0;;2101.20.20;Extracts, essences or concentrates of tea or mate;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
210690;2;2;0;1;1;Ex;2106.90.48 | 2106.90.99;Orange juice, fortified with vitamins or minerals;52;52;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
220299;2;2;0;2;0;;2202.99.30 | 2202.99.35;Orange juice, fortified with vitamins or minerals, not made from a juice having a degree of concentration of 1.5 or more;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
250410;2;2;0;2;0;;2504.10.10 | 2504.10.50;Natural graphite, crystalline flake (not including flake dust);52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
250490;1;1;0;1;0;;2504.90.00;Natural graphite, other than in powder or in flakes;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
250700;1;1;0;1;0;;2507.00.00;Kaolin and other kaolinic clays, whether or not calcined;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
251010;1;1;0;1;0;;2510.10.00;Natural calcium phosphates, natural aluminum calcium phosphates, unground;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
251020;1;1;0;1;0;;2510.20.00;Natural calcium phosphates, natural aluminum calcium phosphates, ground;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
251110;2;2;0;2;0;;2511.10.10 | 2511.10.50;Natural barium sulfate (barytes), ground;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
251910;1;1;0;1;0;;2519.10.00;Natural magnesium carbonate (magnesite);52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
251990;2;2;0;2;0;;2519.90.10 | 2519.90.20;"Fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering";52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
252490;1;1;0;1;0;;2524.90.00;Asbestos other than crocidolite;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
252510;1;1;0;1;0;;2525.10.00;Crude mica and mica rifted into sheets or splittings;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
252921;1;1;0;1;0;;2529.21.00;Fluorspar, containing by weight 97 percent or less of calcium fluoride;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
252922;1;1;0;1;0;;2529.22.00;Fluorspar, containing by weight more than 97 percent of calcium fluoride;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
253020;2;2;0;2;0;;2530.20.10 | 2530.20.20;Kieserite;52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
253090;3;3;0;3;0;;2530.90.10 | 2530.90.20 | 2530.90.80;"Natural cryolite; natural chiolite";52;52;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260111;1;1;0;1;0;;2601.11.00;Iron ores and concentrates, non-agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260112;1;1;0;1;0;;2601.12.00;Iron ores and concentrates, agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260200;1;1;0;1;0;;2602.00.00;Manganese ores and concentrates including ferruginous manganese ores and concentrates with manganese content over 20 percent calculated on the dry weight;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260300;1;1;0;1;0;;2603.00.00;Copper ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260400;1;1;0;1;0;;2604.00.00;Nickel ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260500;1;1;0;1;0;;2605.00.00;Cobalt ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260600;1;1;0;1;0;;2606.00.00;Aluminum ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260800;1;1;0;1;0;;2608.00.00;Zinc ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
260900;1;1;0;1;0;;2609.00.00;Tin ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261000;1;1;0;1;0;;2610.00.00;Chromium ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261100;2;2;0;2;0;;2611.00.30 | 2611.00.60;Tungsten ores;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261210;1;1;0;1;0;;2612.10.00;Uranium ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261220;1;1;0;1;0;;2612.20.00;Thorium ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261390;1;1;0;1;0;;2613.90.00;Molybdenum ores and concentrates, not roasted;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261400;2;2;0;2;0;;2614.00.30 | 2614.00.60;Synthetic rutile;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261590;2;2;0;2;0;;2615.90.30 | 2615.90.60;Synthetic tantalum-niobium concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261610;1;1;0;1;0;;2616.10.00;Silver ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
261710;1;1;0;1;0;;2617.10.00;Antimony ores and concentrates;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
262030;1;1;0;1;0;;2620.30.00;Ash and residues (other than from the manufacture of iron or steel), containing mainly copper;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
262099;1;1;0;1;0;;2620.99.50;Slag (other than from the manufacture of iron or steel) containing over 40 percent titanium, and which if containing over 2 percent by weight of copper, lead, or zinc is not to be treated for the recovery thereof;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270111;1;1;0;1;0;;2701.11.00;Coal, anthracite, whether or not pulverized, but not agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270112;1;1;0;1;0;;2701.12.00;Coal, bituminous, whether or not pulverized, but not agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270119;1;1;0;1;0;;2701.19.00;Coal, other than anthracite or bituminous, whether or not pulverized, but not agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270120;1;1;0;1;0;;2701.20.00;Coal, briquettes, ovoids and similar solid fuels manufactured from coal;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270210;1;1;0;1;0;;2702.10.00;Lignite (excluding jet), whether or not pulverized, but not agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270220;1;1;0;1;0;;2702.20.00;Lignite (excluding jet), agglomerated;53;53;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270300;1;1;0;1;0;;2703.00.00;Peat (including peat litter), whether or not agglomerated;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270400;1;1;0;1;0;;2704.00.00;"Coke and semicoke of coal, lignite or peat, whether or not agglomerated; retort carbon";54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270500;1;1;0;1;0;;2705.00.00;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270600;1;1;0;1;0;;2706.00.00;Tars (including reconstituted tars), distilled from coal, lignite or peat, and other mineral tars, whether dehydrated or partially distilled;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270710;1;1;0;1;0;;2707.10.00;Benzene, from the distillation of high-temperature coal tar, or in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270720;1;1;0;1;0;;2707.20.00;Toluene, from the distillation of high-temperature coal tar, or in which the weight of aromatic constituents exceeds that of the nonaromatic constituents;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270730;1;1;0;1;0;;2707.30.00;Xylenes, from the distillation of high-temperature coal tar, or in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270740;1;1;0;1;0;;2707.40.00;Naphthalene, from the distillation of high-temperature coal tar, or in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270750;1;1;0;1;0;;2707.50.00;Aromatic hydrocarbon mixtures (from the distillation of high-temperature coal tar, or similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents), other than Benzene, Toluene, Xylenes, and Naphathalene, in which 65% or more by volume (including losses) distills at 250 C by the ISO 3405 method (equivalent to the ASTM D 86 method);54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270791;1;1;0;1;0;;2707.91.00;Creosote oils, from the distillation of high-temperature coal tar or similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents;54;54;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270799;7;7;0;7;0;;2707.99.10 | 2707.99.20 | 2707.99.40 | 2707.99.51 | 2707.99.55 | 2707.99.59 | 2707.99.90;Light oil, from the distillation of high-temperature coal tar or similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents;54;55;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270810;1;1;0;1;0;;2708.10.00;Pitch, obtained from coal tar or other mineral tars;55;55;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270820;1;1;0;1;0;;2708.20.00;Pitch coke, obtained from coal tar or other mineral tars;55;55;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
270900;2;2;0;2;0;;2709.00.10 | 2709.00.20;Petroleum oils and oils from bituminous minerals, crude, testing under 25 degrees A.P.I.;55;55;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271012;5;5;0;5;0;;2710.12.15 | 2710.12.18 | 2710.12.25 | 2710.12.45 | 2710.12.90;Light oil motor fuel from petroleum oils and oils from bituminous minerals (other than crude) and containing by weight 70 percent or more of petroleum oils or oils from bituminous minerals;55;55;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271019;11;11;0;11;0;;2710.19.06 | 2710.19.11 | 2710.19.16 | 2710.19.24 | 2710.19.25 | 2710.19.26 | 2710.19.30 | 2710.19.35 | 2710.19.40 | 2710.19.45 | 2710.19.90;Distillate and residual fuel oils (including blended fuel oils), derived from petroleum or oils from bituminous minerals, testing under 25 degrees A.P.I.;55;56;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271020;4;4;0;4;0;;2710.20.05 | 2710.20.10 | 2710.20.15 | 2710.20.25;Distillate and residual fuel oils (including blended fuel oils), testing under 25 degrees A.P.I., from petroleum oils and oils of bituminous minerals (other than crude) or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals, containing biodiesel, other than waste oils;57;57;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271091;1;1;0;1;0;;2710.91.00;Waste oils containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs);57;57;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271099;9;9;0;9;0;;2710.99.05 | 2710.99.10 | 2710.99.16 | 2710.99.21 | 2710.99.31 | 2710.99.32 | 2710.99.39 | 2710.99.45 | 2710.99.90;Wastes of distillate and residual fuel oil (including blends) derived from petroleum oil or bituminous minerals, testing under 25 degrees A.P.I.;57;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271111;1;1;0;1;0;;2711.11.00;Natural gas, liquefied;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271112;1;1;0;1;0;;2711.12.00;Propane, liquefied;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271113;1;1;0;1;0;;2711.13.00;Butanes, liquefied;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271114;1;1;0;1;0;;2711.14.00;Ethylene, propylene, butylene and butadiene, liquefied;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271119;1;1;0;1;0;;2711.19.00;Liquefied petroleum gases and other gaseous hydrocarbons, nesoi;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271121;1;1;0;1;0;;2711.21.00;Natural gas, in gaseous state;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271129;1;1;0;1;0;;2711.29.00;Petroleum gases and other gaseous hydrocarbons, except natural gas;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271210;1;1;0;1;0;;2712.10.00;Petroleum jelly;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271220;1;1;0;1;0;;2712.20.00;Paraffin wax (whether or not colored), obtained by synthesis or other process and less than 0.75 percent oil by weight;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271290;2;2;0;2;0;;2712.90.10 | 2712.90.20;Montan wax (whether or not colored), obtained by synthesis or other process;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271311;1;1;0;1;0;;2713.11.00;Coke, petroleum, not calcined;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271312;1;1;0;1;0;;2713.12.00;Coke, petroleum coke, calcined;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
271320;1;1;0;1;0;;2713.20.00;Petroleum bitumen;58;58;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
